id,company_name_kor,company_name_eng,homepage,company_description,products,products_description,category
195,희망일터,Huimang-ilteo,https://welfarehope.com/,"희망일터는 중증장애인생산품 인증시설로 정직하게 도정하여 최고의 신선한 쌀, 선물세트를 판매합니다. ",사색미,"저희 시그니처 선물 세트인 사색미는 홍미, 흑미, 현미, 백미 네 가지 건강한 쌀(각 450g)로 구성됩니다. 신선하게 진공 포장되며, 전통 매듭으로 한국의 멋을 더했습니다. 사색미는 영양과 전통미를 모두 담아낸 특별한 쌀 선물입니다.","신선식품 (과일, 채소, 축산, 수산 원물)"
196,돌멘베이커리,dolmenbakery,https://gift.kakao.com/brand/14400,"강화도에 위치한 비건 베이커리 전문점 돌멘베이커리입니다 :)
백밀가루, 버터, 백설탕, 생크림, 우유, 계란, 합성첨가물, 방부제를
전혀 넣지 않고 건강한 재료만을 엄선하여 빵과 음료를 만들고 있습니다!",강화사자발약쑥 식빵,강화도 사자발약쑥으로 만든 비건 식빵,"디저트/베이커리 (케이크, 푸딩, 빵/제과류, 초콜릿, 요거트/유제품 외)"
197,농업회사법인 삼산도가 주식회사,Samsandoga agri. co.,https://samsandoga.com/,"삼산도가는 완주의 자연을 술에 담고자 세 청년이 동상면 산골짜기에 세운 전통주 양조장입니다. 제품 하나가 만들어지고 소비되는 전 과정을 생산자가 충분히 이해할 때에 좋은 제품이 나온다는 생각으로, 친환경 벼농사부터 전통방식을 살린 양조까지 함께 하고 있습니다. 현재 탁/약주 제품 4종을 생산합니다.",호호히 스파클링,"샴페인을 제조하는 오래된 방식을 따라, 저온에서 효모가 만드는 탄산을 병에 가두었습니다. 달지 않고 청량함이 있어 한여름 갈증을 씻어내기 좋은 술입니다.","주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
198,피키피커,PICKY PICKER,www.belix.kr,"벨릭스(B:elix)는 건강습관제조업 ‘피키피커(PICKY PICKER)’의 첫 번째 브랜드입니다.
B:elix는 '검은 묘약'이라는 뜻의 Black Elixir의 약자로,
흑삼의 마법 같은 힘을 현대인의 라이프스타일에 맞춰 재해석한 프리미엄 건강식품입니다.
쓴맛을 줄이고, 즐거움과 감각적인 디자인을 더한 제품군을 개발하고 있으며,
에너지 스틱, 기능성 캔디, 흑삼 대체커피 등으로 확장 중입니다.
",나의 첫번째 흑삼,"한국 전통의 건강식품 문경 오미자와 금산 흑삼을 주원료로 아르기닌, 타우린, 비타민을 더해 지친 현대인들에게 단기적으로는 에너지를 주고, 장기적으로는 심신의 건강을 책임집니다.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
199,강화군청,Ganghwa-gun,www.ganghwa.go.kr,"강화군 농특산물, 농특산물 가공식품 업체 참여","농산물, 농산물 가공식품","농산물, 농산물 가공식품","신선식품 (과일, 채소, 축산, 수산 원물)"
200,농업회사법인(주)캄코화성공장,CamKor Hwasung Co.Ltd,없습니다. ,"농업회사법인(주) 캄코는 축산 유통 전문가와 식품 위생 전문가 부부가 함께 설립한 식품 기업입니다.
건강하고 안전한 먹거리를 향한 진심에서 출발한 캄코는, 축산물 유통 경험과 위생 관리 노하우를 바탕으로
누구나 안심하고 먹을 수 있는 양념육 가공품을 생산하고 있습니다.
주력 브랜드인 ‘하루담’은 “하루의 마음을 담다”는 뜻을 지닌 브랜드로,
네 명의 딸을 키우는 엄마의 시선으로 개발된 프리미엄 가정식 육가공 제품을 선보이고 있습니다.
축산물 유통업으로 출발한 캄코는 2025년 경기도 화성에 가공장을 설립하고, 
스마트스토어 및 소셜 플랫폼을 통해 소비자와 만나고 있으며,
향후에는 동남아시아 진출을 통해 글로벌 브랜드로의 성장을 준비하고 있습니다.
전시회를 통해 하루담의 진심이 담긴 식탁을 더 많은 이들에게 소개하고,
함께 성장할 파트너를 만나고자 합니다.",하루담 돼지양념갈비,"하루담 돼지양념갈비는 달큰한 양념이 고기결 사이사이 깊이 배어, 
부드러우면서도 풍성한 맛의 입체감이 느껴지는 메뉴입니다. 
누구나 좋아하는 ‘양념갈비의 정석’을 하루담만의 방식으로 담았습니다.","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
201,복순도가,boksoondoga,boksoon.com,"복순도가는 울산에 위치한 양조장으로 프리미엄 전통주를 빚고 있습니다. 발효를 통해 만들어지는 천연탄산이 가득 담겨있고 새콤달콤한 맛으로 사랑받고 있습니다. 현재 일본, 홍콩, 싱가포르에 수출 중입니다. ",복순도가 손막걸리,발효과정에서 만들어진 천연 탄산이 가득한 막걸리로 프리미엄 막걸리입니다. 새콤달콤한 맛이 특징입니다.,"주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
202,주식회사 이트어스,Iitas Corp.,soroh.kr,"전통의 지혜와 바이오 연구 기반 역노화 웰니스 브랜드, 소로",소로 제로오미자샷,"출시 3주 만에 신세계 강남 입점한 소로의 차세대 디톡스샷 

소로 오미자샷은 전통 항산화 약초인 오미자를 자체 개발한 진액화 공법으로 정제한 뒤, 프리바이오틱스를 더해 완성한 프리미엄 활성산소 케어 음료입니다.

피로, 스트레스, 노화로 인한 활성산소 증가를 집중 케어하며,
장 건강과 생기 회복을 함께 돕는 차세대 데일리 디톡스 솔루션입니다.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
203,(주)씨.월드,"C.WORLD CO.,LTD",WWW.CWORLD21.COM,"㈜씨.월드는 ‘편안하고 편리한 사용성’ 이유있는 세련된 디자인, 사람과 환경을 위한 의자를 추구하는 대한민국 대표 접이식의자 전문업체입니다. 한국 각종 정부기관 및 교육기관, 군부대, 올림픽 등에 납품을 하고 있으며, 끊임없는 연구개발과 발전에 대한 노력으로, 수많은 특허와 더불어 GD굿디자인 수상 등 품질과 디자인을 인정받은 각종 인증을 보유하고 있습니다.
또한 품질경영, 환경경영, 안전보건시스템 인증을 획득하여 ESG경영을 위해 최선의 노력을 다 하고 있습니다.","카페테리아,구내식당,푸드코트 의자","세련된 디자인과 실용성을 겸비한 카페테리아용 의자는 다양한 상업 공간에서 활용하기 적합한 다목적 의자입니다. 인체공학적으로 설계되어 장시간 착석에도 편안함을 제공하며, 경쾌한 분위기의 카페나 식당, 휴게 공간, 사내 식당 등 다양한 장소에 자연스럽게 어우러집니다.",
204,리리스코퍼레이션,RIRISCORPORATION,https://smartstore.naver.com/ririscorporation,"1. 업체명: 리리스코퍼레이션 (RIRIS Corporation)

2. 브랜드명: 오늘도흑염룡 (EVER BE DRAGON)

3. 업체 소개글
: 리리스코퍼레이션은 건강한 일상을 위한 프리미엄 보양식 브랜드 ‘오늘도흑염룡’을 중심으로, 식품 산업의 새로운 기준을 제시하고 있는 건강식품 전문 기업입니다.
전통 보양 재료인 ‘흑염소진액’을 현대적 감성으로 재해석하여, 고기력·고함량 중심의 프리미엄 보양식 제품을 개발하고 있으며, 신뢰도 높은 생산 환경과 트렌디한 디자인으로 소비자와의 접점을 넓혀가고 있습니다.

4. 주요 제품 소개

1) 하드룡 파워부스터

- 110℃에서 36시간 이상 저온추출
- 흑염소의 살과 뼈를 통째로 고아낸 고함량 식육추출가공식품
- 진한 맛과 높은 영양밀도로 중장년층 고객 중심의 재구매율 확보

2) 이지룡 루어샷

- 흑염소혼합추출액 기반의 데일리 보양 루틴템
- 30가지 전통 원재료 배합
- 스탠딩 파우치 형태로 2030세대에게 휴대성과 트렌디함으로 호응

‘오늘도흑염룡’ 오늘도 기운차게, 흑염소로 건강하게, 흑염룡처럼 강력하게라는 메시지를 담아, 유쾌한 캐릭터 브랜딩을 통해 브랜드 인지도를 강화하고 있습니다.

5. 판매 및 유통 현황
1) 네이버 스마트스토어: 리뷰 평점 4.9 이상 유지, 단골 고객 다수 확보
2) 롯데ON, 쿠팡 주요 온라인 플랫폼 입점

복날 시즌 기획세트 구성으로 단일 제품 기준 월 2,000건 이상 판매 기록

6. SNS 운영 현황
1) 네이버 블로그: 누적 방문자 수 4만 명 이상, SEO 기반 건강정보 콘텐츠 발행 중
2) 인스타그램 (@ririscorporation): 팔로워 3천 명 이상, 제품 리뷰 및 MZ 맞춤 콘텐츠 릴스 운영
4) 유튜브 채널 : 흑염소 정보, 제품 후기, 고객 브이로그 등 콘텐츠 운영

7. 향후 계획
1) 해외 수출용 프리미엄 라인 개발 및 국가별 패키징 현지화
2) MZ세대 맞춤형 기능성 젤리형 보양식 및 건강간식 라인 확장
3) 어린이 전용 흑염소 파우치 출시 예정
4) HACCP, 기능성 식품 인증 확대 및 농축 기술 고도화

흑염소진액의 무겁고 고루한 이미지를 벗고, 유쾌하고 세련된 브랜드로.리리스코퍼레이션은 오늘도흑염룡을 통해, 전통의 깊이와 현대적 라이프스타일을 연결하는 건강 루틴 브랜드로 도약합니다.",하드룡 파워부스터 ,"하드룡 파워부스터는 흑염소의 살과 뼈를 통째로 110℃에서 36시간 저온살균한 고함량 31.56% 식육추출가공식품입니다. 국내산 6년근 홍삼과 29가지 전통 원재료를 황금비율로 배합하였으며, 저당·무지방·무첨가로 안심 섭취가 가능합니다. 기력 저하, 피로 누적, 회복기, 중장년층에 추천드립니다.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
205,(주)모어스코리아,Mohrs Korea Inc.,culinaire.co.kr,수입식품 유통업체입니다,"트레비하노 간편식 쿠스쿠스, 리조또","야채, 곡물을 저온탈수하여 쉽고 영양가 있는 식사를 제공할 수 있는 제품입니다","수입 간편식품 (수입 HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
206,(주)로아스,ROAS,https://roas.co.kr/,"주식회사 로아스는 산업용 로봇 솔루션 및 ROS기반 연구개발용 로봇 솔루션, 서비스 로봇 솔루션을 산업 전반에 제공하는 로봇 전문 기업입니다.

3D Vision과 AGV/AMR 기반의 산업용 로봇 솔루션을 Smart Factory 및 물류자동화 분야 등에 제공하고 있으며, ROS기반 연구개발용 로봇 솔루션은 대학교, 국립연구소 및 기업연구소 등에 공급하여 국내 로봇 산업 발전에 지대한 공헌을 하고 있습니다.

배송/순찰/이송/안내 기능을 바탕으로 하는 서비스 로봇 솔루션을 다양한 서비스 분야에 제공하고 있습니다.",팔레타이징 솔루션,박스등을 팔레트에 자동 적재해주는 자동화 로봇 솔루션,"식품 기계/설비 (식품제조/가공기계, 식품포장/라벨기계, 스마트 위생/안전설비 외)"
207,송학식품,songhak food,무,"송학식품( kgakkgak김부각)은 한국 전통 간식 ‘김부각’을 현대적인 감각으로 재해석한 프리미엄 찹쌀 김부각 브랜드입니다.
2대에 걸쳐 이어온 50년의 장인정신을 바탕으로, 느림과 정직함, 그리고 전통이 가장 깊은 맛을 만든다고 믿으며
전통 한식 간식의 세계화를 목표로, 한국의 맛과 철학을 세계인의 식탁에 올리고자 
전통을 바탕으로 하지만 늘 새롭고 감각적인 방식으로 소비자와 소통을 위해 노력합니다.",김부각,"국내산 엄선된 김,찹쌀,천일염을 사용한 전통 간식 김부각에 k-food의 대표 음식(김치,불고기,비빔밥)을 입혀
다양한 소비층과 글로벌 진출에서의 경쟁력을 갖춘 프리미엄 영양간식","간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
208,그랏츠& JC,GRATS& JC,https://newgreen-n.com/,부산 깡통시장내에 사무실 겸 점포를 운영중이며 대표님이 직접 일본 박람회등 일본 회사들과 직접적인 교류를 통하여 제품을 수입하고 있으며 일본 동경에 사무실을 가지고 있으며 아끼다도에  본사가 있으며 일본대표 사장님 쯔카모토타미오님 께서는 호텔경영도 함께 하고 계십니다 .,"일본 된장, 간장,소스 / 건강기능식품(눈영양제)","일본의 나고야시, 아끼다시겐 등 동경등의 일본회사가 직접제조한 일본된장과 간장소스 건강식품을 전시 판매 하고자 합니다 ","수입 건강식품 (수입 건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
209,주식회사 아티튜드,"Artitude.Co.,Ltd",www.lukt.co.kr,"룩트는 건강한 미식 경험을 목표로하는 유제품전문 브랜드입니다.
",룩트 띠크 요거트와 마일드 요거트 ,"프리미엄 그릭 요거트
1A급 원유 99.96%를 4배 농축ㅎ해서 만든 고단백 요거트 띠크와 저지방유를 3배 농축해서 만든 저지방 요거트 마일드","디저트/베이커리 (케이크, 푸딩, 빵/제과류, 초콜릿, 요거트/유제품 외)"
210,(주)아이더스에프앤비,IDUS FNB,https://www.puradakchicken.com/main/,"아이더스에프앤비 유통사업의 첫 PB 브랜드이며, 매콤∙달콤∙쫄깃함과 중독성이 있는 오랜 노하우와 해외 우수 미각상 인증을 받은 검증된 제품입니다.",유미네 떡볶이(오리지널),"아이더스에프앤비 유통사업의 첫 PB 브랜드이며, 매콤∙달콤∙쫄깃함과 중독성이 있는 오랜 노하우와 해외 우수 미각상 인증을 받은 검증된 제품
","간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
